term	dominance
wrong reasons	-0.334
wear out	-0.334
over here	-0.334
draft in	-0.334
erectile dysfunction	-0.334
small talk	-0.334
dependant on	-0.334
cutting out	-0.334
pardon me	-0.334
crocodile tears	-0.334
rom com	-0.334
clear of	-0.334
rest with	-0.334
go before	-0.334
viral infection	-0.334
all but	-0.334
my bad	-0.334
clean out	-0.334
ride up	-0.334
zero in	-0.334
let one	-0.334
left side	-0.334
bathroom break	-0.334
fall to	-0.334
freezing cold	-0.334
wary of	-0.334
drag out	-0.334
to me	-0.334
no such	-0.334
seek out	-0.334
disagree with	-0.334
bathroom sink	-0.334
emotional person	-0.334
slo mo	-0.334
chop off	-0.334
junk mail	-0.334
chest pain	-0.334
well off	-0.334
feed into	-0.334
wash away	-0.334
heal up	-0.334
play off	-0.334
do with	-0.334
block off	-0.334
bipolar disorder	-0.334
no score	-0.334
close call	-0.334
blow dryer	-0.334
acid rain	-0.334
out of	-0.334
me neither	-0.334
strip of	-0.334
nightmare scenario	-0.334
hula hoop	-0.334
sexual abuse	-0.334
let into	-0.334
little one	-0.334
dark red	-0.334
pit stop	-0.334
common name	-0.334
the loo	-0.334
baby blue	-0.334
and now	-0.334
beware of	-0.334
bounce off	-0.334
next to	-0.334
air out	-0.334
switch off	-0.334
rain down	-0.334
bus terminal	-0.334
creep in	-0.334
comply with	-0.334
cold sweat	-0.334
naked eye	-0.334
hard knocks	-0.334
holed up	-0.334
well up	-0.338
hop off	-0.338
roll down	-0.340
rainbow trout	-0.340
be out	-0.342
clear up	-0.342
go out	-0.342
what's up	-0.344
fall asleep	-0.344
cool off	-0.344
white hair	-0.344
throwing away	-0.344
in for	-0.344
personality disorder	-0.344
do one	-0.344
try on	-0.344
uncalled for	-0.344
rat poison	-0.344
not long	-0.344
fat man	-0.344
last me	-0.344
mental block	-0.344
wrong way	-0.344
poverty line	-0.344
in that	-0.344
ash tray	-0.344
necessary evil	-0.344
sob story	-0.344
hard liquor	-0.344
nerve wrecking	-0.344
false positives	-0.344
death grip	-0.344
false claims	-0.344
beta test	-0.344
pet peeve	-0.344
clean off	-0.344
get screwed	-0.344
not especially	-0.344
all downhill	-0.344
ramen noodles	-0.344
cuddle up	-0.344
miss out	-0.344
bear with	-0.344
hand over	-0.344
off topic	-0.344
cloud nine	-0.344
shut down	-0.344
bed rest	-0.344
snake oil	-0.344
eating disorder	-0.344
bad form	-0.344
at worst	-0.344
black out	-0.344
of little	-0.344
black book	-0.344
hand off	-0.344
get down	-0.346
elder abuse	-0.346
fed up	-0.346
narrow minded	-0.346
rest stop	-0.346
freak show	-0.346
mad hatter	-0.346
mean well	-0.346
two step	-0.346
cold snap	-0.346
measuring tape	-0.346
kick off	-0.348
grape juice	-0.348
stand down	-0.352
cha cha	-0.352
no frills	-0.352
fake news	-0.352
itty bitty	-0.352
the end	-0.352
melt down	-0.354
inferiority complex	-0.354
fall for	-0.354
slot in	-0.354
guinea pig	-0.354
wind down	-0.354
pen in	-0.354
return to	-0.354
keep quiet	-0.354
flat tire	-0.354
chip off	-0.354
expiration date	-0.354
food poisoning	-0.354
black community	-0.354
that sucks	-0.354
dumb luck	-0.354
party down	-0.354
sleep mode	-0.354
a goner	-0.354
for ages	-0.354
debt ceiling	-0.354
falling out	-0.354
down side	-0.354
brain fart	-0.354
off season	-0.354
devil's advocate	-0.354
bend over	-0.354
feed off	-0.354
much less	-0.354
wash out	-0.358
hit me	-0.358
no way	-0.358
sit tight	-0.358
a little	-0.358
lazy sunday	-0.358
pull out	-0.358
fat lady	-0.358
with child	-0.358
bound to	-0.358
fat chance	-0.358
drop off	-0.358
beyond help	-0.358
some disgust	-0.358
homeless shelter	-0.358
bottom feeder	-0.358
ice cubes	-0.358
chase after	-0.358
cabin fever	-0.358
baby up	-0.358
lean towards	-0.358
not only	-0.358
give off	-0.358
jelly bean	-0.358
baby sitting	-0.358
fade away	-0.360
come after	-0.360
dolled up	-0.360
hair dye	-0.360
rough out	-0.360
short while	-0.362
slight disgust	-0.364
blank slate	-0.364
dispose of	-0.366
panic buying	-0.366
off guard	-0.366
get mad	-0.366
stray cat	-0.366
fall on	-0.366
nuclear waste	-0.366
branch out	-0.366
last legs	-0.366
shy away	-0.366
no less	-0.366
fall out	-0.366
under age	-0.366
sit still	-0.366
so there	-0.366
forget it	-0.366
cop to	-0.366
slow day	-0.366
criminal offence	-0.366
mumbo jumbo	-0.366
skip out	-0.366
to death	-0.366
not this	-0.366
duct tape	-0.366
far out	-0.366
in utero	-0.366
soap opera	-0.366
squeeze out	-0.366
a sec	-0.366
guilt trip	-0.366
book out	-0.366
cop it	-0.366
loose change	-0.366
cutie pie	-0.366
wrong place	-0.366
say goodbye	-0.366
rained out	-0.366
last minute	-0.366
sore thumb	-0.366
sold out	-0.366
not really	-0.366
fall behind	-0.366
cast off	-0.366
get stuck	-0.368
be away	-0.368
grow out	-0.370
gloss over	-0.370
go bankrupt	-0.370
or somebody	-0.370
meat loaf	-0.370
bloody mary	-0.370
cut down	-0.370
tuna sandwich	-0.370
have out	-0.370
blurt out	-0.370
fool you	-0.370
night out	-0.370
no matter	-0.370
rough time	-0.370
taken aback	-0.370
nothing special	-0.370
mad about	-0.370
flip flops	-0.372
teddy bear	-0.373
stuffed animal	-0.373
step over	-0.376
leave off	-0.376
turning away	-0.376
burn down	-0.376
rounding error	-0.376
one down	-0.376
pay cut	-0.376
weeping willow	-0.376
swell up	-0.376
bubonic plague	-0.376
stage left	-0.376
no win	-0.376
tin foil	-0.376
detract from	-0.376
that which	-0.376
as if	-0.376
green onion	-0.378
at last	-0.378
sad part	-0.378
below zero	-0.378
extremely negative	-0.378
on end	-0.380
something about	-0.380
dead air	-0.380
blank space	-0.380
humpty dumpty	-0.380
wait on	-0.380
do without	-0.380
wear on	-0.380
fan out	-0.380
broken up	-0.380
low prices	-0.380
hear from	-0.380
coughing up	-0.380
rip up	-0.380
bleeding heart	-0.380
what for	-0.380
heat wave	-0.380
petting zoo	-0.380
victim mentality	-0.380
fat boy	-0.380
head injury	-0.380
illegal alien	-0.380
you're fired	-0.380
end in	-0.380
small stuff	-0.380
bother to	-0.380
step down	-0.380
die for	-0.380
stop in	-0.384
peel off	-0.384
screw over	-0.384
breathe out	-0.384
lie about	-0.384
rush out	-0.386
pony up	-0.386
cutting off	-0.388
flash flood	-0.388
mea culpa	-0.388
step off	-0.388
old person	-0.388
now what	-0.388
dig for	-0.388
ship out	-0.388
late bloomer	-0.388
roundabout way	-0.388
broken dreams	-0.388
draw out	-0.388
dumb down	-0.388
rip off	-0.388
mind out	-0.388
moderate negative	-0.388
in vain	-0.388
not out	-0.388
in tow	-0.388
fall under	-0.388
kick back	-0.388
bite into	-0.388
trade down	-0.388
face down	-0.388
dry up	-0.388
sickle cell	-0.388
way off	-0.388
calm down	-0.392
flush out	-0.392
irrespective of	-0.392
up against	-0.392
fade in	-0.392
can it	-0.392
time off	-0.392
case closed	-0.392
stripped down	-0.392
short cut	-0.392
kick myself	-0.392
of late	-0.392
kill me	-0.392
dirt bag	-0.392
be due	-0.392
flirt with	-0.392
phase in	-0.392
minimum wage	-0.392
food waste	-0.392
not withstanding	-0.392
swap out	-0.392
even if	-0.392
tough call	-0.394
melt away	-0.394
lean to	-0.394
a single	-0.394
drying up	-0.396
stay down	-0.396
sick day	-0.400
struggle on	-0.400
last post	-0.400
do drugs	-0.400
serious injury	-0.400
hands off	-0.400
quite so	-0.400
crew neck	-0.400
wait out	-0.400
milk it	-0.400
cooped up	-0.400
nervous wreck	-0.400
drift away	-0.400
wasting away	-0.400
to pieces	-0.400
stop by	-0.400
quiet place	-0.400
nothing but	-0.400
kidney stone	-0.400
at bottom	-0.400
zero gravity	-0.400
give up	-0.400
going down	-0.400
trip out	-0.400
snake eyes	-0.400
rid of	-0.400
low blow	-0.400
last night	-0.400
ginger ale	-0.400
end game	-0.400
dark ages	-0.400
falling off	-0.400
lose control	-0.400
the latter	-0.400
messing up	-0.400
spaced out	-0.400
real problem	-0.400
pink slip	-0.400
hit with	-0.404
a smokescreen	-0.404
dry out	-0.404
problem with	-0.406
shut off	-0.406
in limbo	-0.406
rat on	-0.406
crying wolf	-0.406
crab legs	-0.406
can't seem	-0.406
stay back	-0.406
slip in	-0.406
can't help	-0.406
who's who	-0.406
spin out	-0.408
breast cancer	-0.408
weight loss	-0.408
head ache	-0.408
earl grey	-0.408
put back	-0.408
fall away	-0.408
wing nut	-0.408
not even	-0.408
blind eye	-0.408
hot food	-0.408
fake it	-0.408
leave office	-0.408
off year	-0.408
garbage disposal	-0.408
move along	-0.410
slip into	-0.410
colon cancer	-0.410
loose on	-0.412
social problems	-0.412
fit into	-0.412
at issue	-0.414
contagious disease	-0.414
left field	-0.414
plan out	-0.414
get sleep	-0.414
not above	-0.414
is it	-0.414
back away	-0.414
hide away	-0.414
rent out	-0.414
go off	-0.414
in labor	-0.414
lie on	-0.414
death toll	-0.414
what not	-0.414
what's that	-0.414
take issue	-0.414
sense out	-0.414
not bad	-0.414
nut job	-0.414
pocket knife	-0.414
hung over	-0.414
cook up	-0.414
stand back	-0.414
old folks	-0.414
do wrong	-0.414
loose ends	-0.414
sexual harassment	-0.414
eat crow	-0.414
anything else	-0.414
eat off	-0.414
oh so	-0.416
mess around	-0.416
election fraud	-0.418
exit ramp	-0.420
down fall	-0.420
living dead	-0.420
fall guy	-0.420
joint pain	-0.420
sleep late	-0.420
heat stroke	-0.420
kill time	-0.420
toilet water	-0.420
in doubt	-0.420
hate on	-0.420
kill off	-0.420
shrivel up	-0.420
put at	-0.420
decline in	-0.420
nail biter	-0.420
sleep paralysis	-0.420
toilet seat	-0.420
take drugs	-0.420
hurt for	-0.420
lose track	-0.420
who cares	-0.420
heart attack	-0.424
drop kick	-0.426
prone to	-0.428
mouth off	-0.428
evil eye	-0.428
mental disorder	-0.428
crap out	-0.428
panic button	-0.428
cough drops	-0.428
don't forget	-0.428
old timer	-0.428
wait up	-0.428
out there	-0.428
punch out	-0.428
off label	-0.428
black death	-0.428
dirty money	-0.428
no thanks	-0.428
tax fraud	-0.428
butt out	-0.428
no trump	-0.428
red light	-0.428
sad truth	-0.428
leave behind	-0.428
mental state	-0.428
capped off	-0.428
log off	-0.428
heart disease	-0.429
what if	-0.430
alcohol poisoning	-0.432
unemployment benefits	-0.432
sit with	-0.434
cry wolf	-0.434
left out	-0.434
cursed with	-0.434
lie with	-0.434
poor children	-0.434
snap out	-0.434
wrong direction	-0.434
nasal spray	-0.434
bad breath	-0.434
cancel out	-0.434
abide by	-0.434
tone down	-0.434
lose him	-0.434
weakest link	-0.434
kneel down	-0.434
mess up	-0.434
little sister	-0.434
opt out	-0.434
strung out	-0.434
heart breaking	-0.434
child abuse	-0.434
brush off	-0.434
cut through	-0.434
cold feet	-0.434
under arrest	-0.434
not surprised	-0.434
lay eggs	-0.434
bye week	-0.434
death rate	-0.434
foul out	-0.434
sucked in	-0.434
sink into	-0.434
black eye	-0.434
little guy	-0.434
weed out	-0.434
black widow	-0.434
no offense	-0.434
out to	-0.434
went under	-0.434
damn fool	-0.434
last out	-0.434
self pity	-0.434
unmitigated disaster	-0.434
reek of	-0.434
ground zero	-0.434
man down	-0.436
greatly negative	-0.436
have do	-0.438
felt like	-0.438
prison cell	-0.440
stay off	-0.440
come off	-0.440
snow cone	-0.444
drug abuse	-0.444
mosquito bite	-0.444
no sentiment	-0.444
drop dead	-0.444
far left	-0.444
fool with	-0.444
no dice	-0.444
man bun	-0.444
short one	-0.444
panic selling	-0.444
issue from	-0.444
sleep walking	-0.448
or what	-0.448
ho ho	-0.448
tone deaf	-0.448
poor people	-0.448
be down	-0.448
if that	-0.448
even out	-0.448
no biggie	-0.448
car accident	-0.448
let alone	-0.448
borrowed time	-0.448
lie in	-0.448
little off	-0.448
close down	-0.448
losing it	-0.448
straw hat	-0.448
get by	-0.448
have trouble	-0.448
pause button	-0.448
blood clot	-0.448
leave in	-0.452
miss you	-0.452
day off	-0.452
black plague	-0.452
any old	-0.452
get confused	-0.452
bleed out	-0.452
break up	-0.452
wait until	-0.452
error code	-0.452
oh yeah	-0.452
in silence	-0.452
out cold	-0.452
no entry	-0.452
lower case	-0.452
sick people	-0.452
no go	-0.452
horror movie	-0.452
dead body	-0.452
laid up	-0.452
death valley	-0.452
or else	-0.452
scar tissue	-0.452
devoid of	-0.452
bad blood	-0.454
stressed out	-0.458
latch on	-0.458
go south	-0.458
cut away	-0.460
bow down	-0.462
fish for	-0.462
low levels	-0.462
dirt cheap	-0.464
in hiding	-0.464
put aside	-0.464
not nearly	-0.464
yellow fever	-0.464
disappointed with	-0.464
never again	-0.464
laid out	-0.464
slide off	-0.464
no better	-0.464
come out	-0.464
angle for	-0.466
late husband	-0.466
go unnoticed	-0.466
wipe out	-0.466
write off	-0.466
play dead	-0.466
oh boy	-0.466
no joy	-0.466
garbage can	-0.466
slow cooker	-0.466
missing person	-0.466
chicken out	-0.466
be sick	-0.466
fall victim	-0.466
have surgery	-0.466
deal out	-0.466
get off	-0.466
lost cause	-0.466
slow down	-0.466
false positive	-0.466
sound off	-0.466
dirt road	-0.468
lock down	-0.468
rest up	-0.468
laid off	-0.468
lay off	-0.468
carbon dioxide	-0.468
call back	-0.470
guilty conscience	-0.470
back seat	-0.474
low stakes	-0.478
zero point	-0.478
to suck	-0.480
go missing	-0.480
drug addict	-0.480
suck up	-0.480
wash off	-0.482
get lost	-0.482
edit out	-0.482
rip out	-0.482
peer pressure	-0.482
shut out	-0.482
big old	-0.482
by accident	-0.482
gut wrenching	-0.482
dead set	-0.482
in trouble	-0.482
leave alone	-0.482
turn down	-0.482
stuck on	-0.482
guilty pleasure	-0.482
tear jerker	-0.482
lay back	-0.482
horror story	-0.482
no business	-0.482
sore loser	-0.482
false alarm	-0.482
hide behind	-0.482
close out	-0.482
disposable income	-0.482
set off	-0.482
slightly negative	-0.482
drug store	-0.482
bad weather	-0.482
ill advised	-0.482
bad boy	-0.482
poverty level	-0.482
willful ignorance	-0.482
back foot	-0.482
stop at	-0.484
village idiot	-0.484
fire off	-0.484
nose out	-0.484
low point	-0.484
mess with	-0.484
unemployment insurance	-0.484
blind person	-0.484
loose cannon	-0.484
natural disaster	-0.484
sex worker	-0.484
in tears	-0.484
lactose intolerance	-0.484
nervous breakdown	-0.484
not so	-0.484
slow pace	-0.484
worn out	-0.484
brain injury	-0.484
drug addiction	-0.484
wrong side	-0.484
unaccounted for	-0.484
single out	-0.486
no trust	-0.486
stuck with	-0.488
damaged goods	-0.488
no contest	-0.490
trot out	-0.500
sudden death	-0.500
or whatever	-0.500
wear off	-0.500
wrongful death	-0.500
down syndrome	-0.500
have issue	-0.500
line out	-0.500
anxiety attack	-0.500
black hole	-0.500
cut off	-0.500
error message	-0.500
selfish person	-0.500
send back	-0.500
be sacked	-0.500
just miss	-0.500
the hell	-0.500
panic attack	-0.500
death penalty	-0.500
burned out	-0.500
no end	-0.500
blah blah	-0.500
game over	-0.500
bogged down	-0.500
death's door	-0.500
human error	-0.500
let off	-0.500
throw into	-0.500
wrong with	-0.500
flip out	-0.500
not very	-0.500
far off	-0.500
sad story	-0.500
give out	-0.500
knock off	-0.500
can't stand	-0.500
shave off	-0.500
old age	-0.500
slight trust	-0.510
cop out	-0.510
not quite	-0.516
slave labor	-0.516
bow out	-0.516
wrong turn	-0.516
pussy out	-0.516
failed state	-0.516
no slouch	-0.516
trash bag	-0.516
low life	-0.516
due to	-0.516
poor man	-0.516
uh huh	-0.516
side effect	-0.518
bad faith	-0.518
quit on	-0.518
unfamiliar with	-0.518
want out	-0.518
wrong thing	-0.518
under fire	-0.518
allergic reaction	-0.518
go nowhere	-0.518
slow process	-0.518
lose value	-0.518
mentally ill	-0.518
cry baby	-0.518
sad fact	-0.518
go down	-0.518
no longer	-0.518
not positive	-0.528
cut up	-0.530
cry out	-0.532
doze off	-0.532
fall over	-0.534
sexual assault	-0.534
lame duck	-0.534
bad habit	-0.534
negative feedback	-0.534
in debt	-0.534
last day	-0.534
drop it	-0.534
ripped off	-0.534
feel out	-0.534
tee off	-0.534
small print	-0.534
poor quality	-0.534
turn off	-0.534
leave it	-0.534
go cry	-0.534
feel bad	-0.536
lose sleep	-0.536
lost soul	-0.536
weird out	-0.536
broken record	-0.536
no parking	-0.538
dead center	-0.538
tail end	-0.540
thin ice	-0.548
not sure	-0.548
no idea	-0.548
dead tired	-0.548
bad thing	-0.548
slow in	-0.548
go wrong	-0.548
problem child	-0.548
back pain	-0.548
no emotion	-0.550
off day	-0.550
oh no	-0.552
sleep over	-0.552
left over	-0.552
order out	-0.552
die laughing	-0.552
turned down	-0.552
clock out	-0.552
dust off	-0.552
slow start	-0.552
not simply	-0.552
lie awake	-0.552
butt naked	-0.552
hard day	-0.552
drop back	-0.554
lie down	-0.556
cry over	-0.556
drunk driving	-0.556
have not	-0.556
drinking problem	-0.558
bad ideas	-0.558
half dead	-0.560
rush at	-0.562
no chance	-0.566
even tho	-0.566
hair loss	-0.566
lazy eye	-0.566
trickle down	-0.566
expiry date	-0.566
on drugs	-0.566
bad person	-0.566
low tide	-0.566
waste money	-0.566
death wish	-0.566
ill effects	-0.568
poison ivy	-0.572
suffer from	-0.572
poor service	-0.572
say sorry	-0.572
ill will	-0.572
bad luck	-0.572
hold off	-0.572
falling down	-0.572
drown out	-0.572
dirty word	-0.574
no more	-0.576
break down	-0.578
bad feeling	-0.580
hung up	-0.580
cast out	-0.580
brain damage	-0.584
sick days	-0.586
look bad	-0.586
bad example	-0.586
death spiral	-0.586
stomach flu	-0.586
dead end	-0.592
low density	-0.592
crash out	-0.592
dirty laundry	-0.592
white trash	-0.594
heart failure	-0.594
if not	-0.594
no fair	-0.594
no one	-0.594
upset stomach	-0.594
dead zone	-0.594
bad news	-0.600
lay low	-0.600
poor countries	-0.600
false negative	-0.600
laid back	-0.600
low income	-0.600
house arrest	-0.600
lower class	-0.600
lie to	-0.600
wrong person	-0.608
critically ill	-0.608
wipe off	-0.608
lose out	-0.608
wrong message	-0.608
sick man	-0.608
back off	-0.608
quiet down	-0.608
fast asleep	-0.608
dead weight	-0.608
bad apple	-0.608
dead man	-0.612
fail to	-0.612
in pain	-0.612
wait around	-0.612
death row	-0.612
anxiety disorder	-0.612
fall flat	-0.612
bad light	-0.612
lack of	-0.612
cut short	-0.612
bad joke	-0.616
off limits	-0.618
end up	-0.620
die down	-0.620
commit suicide	-0.620
dum dum	-0.620
worse off	-0.620
bad times	-0.620
bad time	-0.620
lose it	-0.624
fall off	-0.630
less than	-0.630
too bad	-0.630
false sense	-0.630
no place	-0.632
dried up	-0.634
don't know	-0.634
back down	-0.634
leave out	-0.634
unborn child	-0.634
weak spot	-0.638
no cover	-0.638
sad state	-0.640
trash out	-0.642
burnt out	-0.642
at fault	-0.642
hearing loss	-0.642
closed in	-0.646
deadbeat dad	-0.646
weak link	-0.646
memory loss	-0.646
be afraid	-0.646
poor person	-0.646
dead giveaway	-0.652
waste time	-0.654
dead wrong	-0.654
rub off	-0.656
die off	-0.656
late father	-0.656
blind man	-0.656
spit out	-0.656
poor health	-0.656
april fool	-0.656
fake out	-0.656
learning disability	-0.656
false information	-0.666
no pressure	-0.666
no avail	-0.666
broken heart	-0.666
wiped out	-0.666
no brainer	-0.666
dead asleep	-0.674
below average	-0.674
false hope	-0.678
die out	-0.678
bad shape	-0.678
dead fish	-0.688
sick leave	-0.690
mental illness	-0.690
no good	-0.690
by mistake	-0.690
hell no	-0.698
somewhat negative	-0.700
dead person	-0.700
very negative	-0.704
false starts	-0.710
low quality	-0.710
poor thing	-0.712
sad thing	-0.714
die of	-0.718
fade out	-0.718
dead beat	-0.728
sad day	-0.730
go bad	-0.734
freaked out	-0.734
mistake for	-0.742
sick person	-0.750
cry for	-0.766
short break	-0.766
poor boy	-0.770
poor women	-0.774
lose weight	-0.786
sad face	-0.786
sad news	-0.800
fall down	-0.800
bad day	-0.828
baby boy	-0.850
baby bird	-0.872
baby goat	-0.904
homeless person	-0.944
sick kids	-0.946
dead last	-0.960
forced labor	-0.966
